city,year,weekofyear,week_start_date,ndvi_ne,ndvi_nw,ndvi_se,ndvi_sw,reanalysis_air_temp_k,reanalysis_avg_temp_k,reanalysis_dew_point_temp_k,reanalysis_max_air_temp_k,reanalysis_precip_amt_kg_per_m2,reanalysis_relative_humidity_percent,reanalysis_sat_precip_amt_mm,reanalysis_tdtr_k,station_avg_temp_c,station_diur_temp_rng_c,station_max_temp_c,station_min_temp_c,station_precip_mm
iq,2002,49,2002-12-03,0.3008,0.2528,0.3449571,0.34832859999999993,298.32428571400004,299.657142857,296.48571428599996,306.8,49.2,90.66285714290001,49.69,8.0,28.5,9.75,33.7,22.9,46.0
iq,2002,50,2002-12-10,0.26802859999999995,0.14242860000000002,0.2886714,0.1850714,297.88428571400004,298.95,296.39,307.4,30.89,92.61428571430001,35.02,7.92857142857,27.65,9.45,34.0,22.9,57.2
iq,2002,51,2002-12-17,0.2542286,0.18391429999999998,0.2707143,0.2090286,297.81857142900003,299.05714285700003,296.627142857,306.0,24.3,93.8457142857,25.73,6.8571428571399995,27.98,8.72,34.0,23.3,24.0
iq,2002,52,2002-12-24,0.1194,0.1364,0.1718286,0.18958570000000002,297.872857143,299.171428571,296.63,305.7,54.7,93.40857142860001,151.73,8.0,27.975,10.65,33.8,21.9,137.9
iq,2003,1,2003-01-01,0.3234143,0.3004143,0.32918569999999997,0.31842859999999995,299.375714286,300.821428571,295.87142857099997,308.6,28.3,84.06,46.91,12.1,28.45,9.95,34.4,22.4,92.9
iq,2003,2,2003-01-08,0.4884,0.4024429,0.4149286,0.4697,297.684285714,299.171428571,295.944285714,308.6,33.6,91.56,11.77,8.42857142857,28.9333333333,10.2,35.0,22.1,35.1
iq,2003,3,2003-01-15,0.303,0.16946670000000003,0.2915429,0.3012857,296.92,298.614285714,295.901428571,305.2,27.9,94.3742857143,60.46,7.74285714286,28.0,9.5,33.3,22.5,164.4
iq,2003,4,2003-01-22,0.2249571,0.2602714,0.20692860000000002,0.2895,298.125714286,299.564285714,295.00142857099996,307.7,8.8,84.46,84.05,10.2714285714,28.4,10.6,34.2,23.0,67.1
iq,2003,5,2003-01-29,0.1660286,0.1406286,0.19138570000000002,0.1834429,299.487142857,300.242857143,294.012857143,310.0,6.26,74.8842857143,35.05,11.771428571400001,28.6,12.0,35.4,22.5,7.9
iq,2003,6,2003-02-05,0.19145,0.08642857,0.1368,0.15671429999999997,297.218571429,298.4,296.218571429,304.9,170.6,94.55285714290001,56.36,7.45714285714,26.6,7.0,33.8,22.4,41.9
iq,2003,7,2003-02-12,0.3137143,0.22841430000000001,0.2521143,0.28647140000000004,296.585714286,297.671428571,295.52,302.9,38.7,94.3542857143,70.63,6.02857142857,26.75,8.35,33.2,22.4,55.9
iq,2003,8,2003-02-19,0.1262571,0.13551429999999998,0.10365710000000002,0.13371429999999998,298.567142857,300.1,296.392857143,308.6,41.1,89.97428571430001,25.03,10.885714285699999,27.18578337208988,8.059328008627128,32.4,23.3,121.9
iq,2003,9,2003-02-26,0.2976,0.23663330000000002,0.22915,0.2072833,299.35,300.51428571400004,296.41,308.6,53.6,86.0128571429,132.2,9.114285714289998,29.4,11.2,35.0,22.9,0.0
iq,2003,10,2003-03-05,0.1695286,0.13895710000000003,0.2340571,0.1851429,297.508571429,298.892857143,295.94285714299997,306.6,134.46,92.4685714286,63.71,7.9,27.95,9.1,32.9,22.9,5.0
iq,2003,11,2003-03-12,0.2,0.19028570000000003,0.1589429,0.1636286,296.68,297.635714286,295.94142857099996,305.9,186.8,96.1714285714,47.97,6.24285714286,26.7,7.5,32.0,22.1,98.4
iq,2003,12,2003-03-19,0.2142143,0.2251571,0.2191714,0.2485,297.892857143,299.171428571,296.63285714299997,308.9,362.03,93.62857142860001,109.04,8.34285714286,27.6,9.9,33.5,22.7,61.9
iq,2003,13,2003-03-26,0.1475286,0.2694571,0.1268571,0.2059143,298.64428571400003,300.392857143,296.81857142900003,308.1,44.5,91.5942857143,93.61,9.47142857143,30.8,15.8,42.2,21.8,75.9
iq,2003,14,2003-04-02,0.2482,0.26277140000000004,0.2065,0.2886857,298.077142857,299.642857143,296.642857143,307.5,44.72,93.0142857143,89.38,9.34285714286,28.26,9.96,34.2,22.6,75.0
iq,2003,15,2003-04-09,0.2052429,0.1842,0.1931286,0.2087857,298.082857143,298.971428571,297.358571429,305.9,86.23,96.27,78.59,7.02857142857,28.175,9.675,34.5,22.9,79.0
iq,2003,16,2003-04-16,0.26682859999999997,0.2182286,0.1998714,0.2621429,296.74714285700003,297.521428571,295.99,304.0,43.85,95.99285714290001,51.14,4.75714285714,27.72,8.48,34.2,22.4,49.0
iq,2003,17,2003-04-23,0.32344290000000003,0.2531714,0.28522859999999994,0.2931,297.992857143,299.478571429,296.50142857099996,306.3,56.6,92.54714285709998,77.34,8.385714285710002,28.2,10.45,33.9,21.8,82.9
iq,2003,18,2003-04-30,0.4350571,0.3769143,0.2636143,0.3348429,296.69142857099996,297.585714286,296.16,304.5,247.6,97.27714285709999,65.43,5.08571428571,27.2,8.333333333330001,32.9,22.7,105.9
iq,2003,19,2003-05-07,0.1994286,0.1501,0.1834667,0.1477,296.45428571400004,297.964285714,295.70428571400004,305.2,59.5,96.14,138.05,7.15714285714,28.35,9.316666666669999,33.6,23.4,69.0
iq,2003,20,2003-05-14,0.2454286,0.1847,0.2614571,0.2688857,294.922857143,295.242857143,294.567142857,301.5,95.3,98.13285714290001,84.16,4.77142857143,27.0,8.8,32.5,22.0,246.2
iq,2003,21,2003-05-21,0.1892571,0.16695,0.1843,0.17074289999999998,295.87857142900003,296.835714286,295.035714286,304.1,34.56,95.8542857143,23.7,6.75714285714,27.4666666667,8.9,32.5,22.3,145.8
iq,2003,22,2003-05-28,0.24114290000000002,0.1987,0.2537286,0.2544571,297.648571429,298.971428571,296.08,306.1,113.8,92.46142857139999,166.52,9.31428571429,27.7,8.72,35.0,22.4,187.9
iq,2003,23,2003-06-04,0.2369571,0.1213143,0.1923143,0.2074,296.591428571,297.757142857,296.127142857,303.9,40.7,97.61714285709999,70.25,5.514285714290001,27.2,8.15,33.4,22.4,72.1
iq,2003,24,2003-06-11,0.3135857,0.3539833,0.2658571,0.2809143,296.837142857,297.80714285700003,296.11714285700003,303.4,61.8,96.22285714290001,98.72,7.07142857143,27.7,9.575,33.2,21.6,107.0
iq,2003,25,2003-06-18,0.3237,0.2755,0.3547571,0.2723143,296.008571429,296.757142857,293.978571429,304.9,5.56,90.04857142860001,47.15,8.91428571429,27.525,10.725,33.5,21.8,40.4
iq,2003,26,2003-06-25,0.1882571,0.2322667,0.1737714,0.1928,295.387142857,296.357142857,294.542857143,303.7,38.1,95.5757142857,88.88,6.54285714286,26.95,9.45,32.7,21.9,93.5
iq,2003,27,2003-07-02,0.2618143,0.1715857,0.3099429,0.2584286,295.12857142900003,295.992857143,294.037142857,305.5,42.5,94.1271428571,61.09,6.5,25.866666666700002,7.5,33.8,21.7,79.3
iq,2003,28,2003-07-09,0.1802714,0.1629714,0.1541286,0.1611,296.94285714299997,298.30714285700003,294.154285714,307.3,13.55,86.6557142857,53.58,10.1,27.075,10.875,33.2,20.7,1.5
iq,2003,29,2003-07-16,0.1935714,0.16885,0.15908570000000002,0.2314714,296.79,298.171428571,293.642857143,306.6,27.06,85.6114285714,65.2,12.0,27.6666666667,10.833333333299999,33.4,17.4,23.8
iq,2003,30,2003-07-23,0.2858143,0.1630714,0.28802859999999997,0.2774571,296.48571428599996,298.042857143,291.85,305.4,6.39,77.80428571430001,2.64,11.4285714286,26.4666666667,10.366666666699999,32.1,18.0,9.9
iq,2003,31,2003-07-30,0.2077857,0.15621429999999997,0.1743286,0.2188143,296.82285714299996,298.357142857,293.184285714,306.9,12.0,82.27,24.64,10.314285714299999,27.225,9.9,32.4,21.3,69.1
iq,2003,32,2003-08-06,0.2443714,0.1746429,0.2174143,0.2323,297.658571429,298.55,293.04571428599996,308.2,6.5,77.8614285714,89.28,12.642857142899999,27.85,11.2,34.2,21.3,117.0
iq,2003,33,2003-08-13,0.2471143,0.17111429999999997,0.2337429,0.2638,297.338571429,298.271428571,294.11857142900004,307.0,21.0,83.9271428571,52.47,10.6571428571,27.4,10.05,34.4,21.7,79.0
iq,2003,34,2003-08-20,0.42524290000000003,0.3624833,0.3566143,0.38552859999999994,297.36571428599996,298.857142857,293.511428571,308.1,35.1,81.9428571429,45.38,10.0571428571,27.75,11.9,34.0,20.0,18.3
iq,2003,35,2003-08-27,0.2495857,0.2122,0.2508143,0.2652143,297.875714286,299.671428571,294.932857143,306.6,18.03,85.7257142857,29.51,10.885714285699999,28.0,12.1,34.4,21.4,95.7
iq,2003,36,2003-09-03,0.3417,0.2863143,0.2101857,0.2659857,297.38142857099996,298.44285714299997,290.97,309.5,33.5,70.9285714286,8.84,12.771428571400001,26.65,11.9,33.9,18.5,0.8
iq,2003,37,2003-09-10,0.2232286,0.2028714,0.19525710000000002,0.2701857,298.831428571,300.19285714299997,293.92714285700004,310.2,6.0,76.5328571429,36.42,12.671428571400002,27.8333333333,12.3,34.3,21.0,53.1
iq,2003,38,2003-09-17,0.3644857,0.2609857,0.3164571,0.3851571,296.948571429,297.707142857,293.684285714,310.6,115.2,85.03,55.73,10.7571428571,27.8,11.6,35.3,16.8,92.3
iq,2003,39,2003-09-24,0.4011857,0.3545167,0.32767140000000006,0.3920429,298.14428571400003,299.292857143,295.737142857,307.9,53.36,88.11714285709999,100.55,9.47142857143,28.0333333333,10.633333333300001,34.7,21.8,27.2
iq,2003,40,2003-10-01,0.2535,0.2371143,0.2290286,0.2321714,299.357142857,300.7,295.828571429,310.6,253.3,83.6828571429,74.6,11.6,28.575,12.175,35.5,21.8,34.5
iq,2003,41,2003-10-08,0.1760286,0.19638329999999998,0.2257571,0.23492860000000002,297.91571428599997,299.885714286,296.312857143,309.0,42.5,92.16571428569999,38.3,11.2,27.2,9.35,35.7,22.3,138.2
iq,2003,42,2003-10-15,0.2758286,0.22884290000000002,0.2752,0.2871143,298.162857143,299.35,296.201428571,305.6,34.6,90.34285714290002,44.16,8.52857142857,28.3,10.65,34.4,22.9,36.0
iq,2003,43,2003-10-22,0.4750143,0.3795,0.4249429,0.4324429,298.957142857,300.678571429,296.224285714,311.2,41.2,87.37,39.52,9.95714285714,27.975,10.475,34.5,20.7,32.1
iq,2003,44,2003-10-29,0.13451429999999998,0.1314714,0.11535710000000002,0.12127139999999999,300.041428571,300.842857143,295.29571428599996,310.1,6.1,77.7842857143,32.47,12.0857142857,28.7333333333,11.1333333333,35.5,22.8,56.4
iq,2003,45,2003-11-05,0.3946571,0.3269571,0.3912143,0.4190429,298.135714286,299.957142857,295.74,310.8,85.3,88.48,105.14,9.42857142857,27.6,9.566666666669999,34.0,21.9,139.7
iq,2003,46,2003-11-12,0.3176857,0.3246,0.2498,0.3244714,298.36714285700003,300.171428571,295.645714286,308.4,36.4,86.7557142857,31.08,10.6285714286,28.5,10.85,35.5,20.8,79.0
iq,2003,47,2003-11-19,0.2636429,0.2816571,0.2466667,0.3012571,298.68142857099997,300.107142857,296.72571428599997,307.0,40.8,90.88285714290001,123.63,9.04285714286,27.9,10.55,36.0,22.4,284.4
iq,2003,48,2003-11-26,0.2749,0.2452,0.3094571,0.29532859999999994,299.222857143,299.607142857,296.53,308.5,51.4,86.9957142857,81.27,9.07142857143,28.3,10.233333333300001,34.7,22.0,26.2
iq,2003,49,2003-12-03,0.4003429,0.3180571,0.32877140000000005,0.3696429,298.315714286,299.73571428599996,296.135714286,309.4,77.83,89.2071428571,72.23,9.7,28.7666666667,10.1666666667,35.1,22.0,138.0
iq,2003,50,2003-12-10,0.35862859999999996,0.24435,0.3519,0.3588,298.685714286,300.25,297.338571429,306.4,178.89,93.23142857139999,108.62,8.27142857143,28.4,11.7,34.2,22.5,47.4
iq,2003,51,2003-12-17,0.19266670000000002,0.2244,0.1361143,0.13631429999999997,298.168571429,299.542857143,296.851428571,308.5,65.04,93.91714285709999,64.95,8.34285714286,28.3,10.45,34.8,22.1,66.8
iq,2003,52,2003-12-24,0.2850778,0.23065560000000002,0.26764440000000006,0.26477779999999995,296.297142857,297.05,295.682857143,302.6,82.68,96.93714285709999,49.42,4.18571428571,27.3,9.6,33.1,22.3,185.7
iq,2004,1,2004-01-01,0.20257139999999998,0.19896670000000002,0.2445571,0.18795710000000002,298.7018524007227,299.22557794902906,295.2463564512932,303.42710926694326,40.15181881051176,82.161959098991,45.760388080388076,4.903754198774744,27.18578337208988,8.059328008627128,32.452437325905294,22.10214979195562,39.32635983263598
iq,2004,2,2004-01-08,0.24941999999999998,0.30885,0.2086286,0.25901430000000003,297.437142857,298.742857143,296.637142857,304.0,55.3,95.7942857143,78.53,6.2,27.4333333333,8.666666666669999,34.2,22.4,137.2
iq,2004,3,2004-01-15,0.32786,0.29844,0.30672,0.34024,297.75285714299997,298.957142857,297.02,306.2,62.5,96.12857142860001,63.47,6.82857142857,28.7,9.9,34.1,23.1,68.1
iq,2004,4,2004-01-22,0.3205857,0.33652859999999996,0.2566,0.3441143,299.62,300.828571429,295.89,308.3,19.4,82.4671428571,29.23,11.228571428599999,28.7333333333,11.4,34.6,21.8,20.1
iq,2004,5,2004-01-29,0.2330143,0.2351857,0.1964857,0.2055429,300.9,302.15,292.832857143,309.7,1.6,65.2842857143,4.65,13.642857142899999,28.925,12.125,35.6,22.3,0.0
iq,2004,6,2004-02-05,0.12354289999999998,0.0993,0.11285710000000002,0.1172,299.902857143,301.37142857099997,293.988571429,309.8,9.0,72.9271428571,13.2,14.0857142857,29.2,13.525,36.4,20.6,24.1
iq,2004,7,2004-02-12,0.2787429,0.2987571,0.3127143,0.30482859999999995,298.27,299.55,295.64,307.2,33.46,86.7657142857,24.83,8.5,27.925,9.5,33.3,22.8,13.4
iq,2004,8,2004-02-19,0.2366286,0.1670429,0.1970286,0.2225143,298.081428571,299.75,295.642857143,310.1,34.5,87.7185714286,39.06,9.72857142857,26.6,8.1,35.5,22.0,8.6
iq,2004,9,2004-02-26,0.3190571,0.3352333,0.2176286,0.3000286,297.88285714299997,299.435714286,296.348571429,308.0,83.27,93.0128571429,125.04,7.814285714289999,27.4666666667,10.133333333300001,34.4,20.6,18.9
iq,2004,10,2004-03-04,0.2094714,0.20865709999999998,0.1715,0.1935714,297.981428571,299.428571429,296.455714286,308.1,49.36,92.5614285714,52.08,9.08571428571,28.4,11.3,34.5,22.3,79.0
iq,2004,11,2004-03-11,0.3076833,0.2140167,0.33865,0.3110429,296.777142857,297.521428571,296.06857142900003,304.4,76.75,96.28857142860001,80.33,5.24285714286,28.0,11.0,33.5,22.5,24.1
iq,2004,12,2004-03-18,0.3859857,0.4247833,0.3514143,0.34652859999999996,297.887142857,299.535714286,296.62142857099997,305.5,75.16,93.62857142860001,137.83,9.78571428571,28.3,9.5,34.3,21.7,187.2
iq,2004,13,2004-03-25,0.30628330000000004,0.19872,0.02988,0.29015,297.312857143,298.2,296.607142857,303.5,76.2,96.23857142860001,120.1,5.71428571429,28.65,9.3,34.0,23.6,142.6
iq,2004,14,2004-04-01,0.136,0.138,0.1862333,0.1294333,297.202857143,298.26428571400004,296.815714286,303.9,88.9,97.9414285714,101.22,5.21428571429,28.0666666667,9.1,33.9,22.7,2.0
iq,2004,15,2004-04-08,0.3592143,0.3348429,0.2791571,0.3612714,297.812857143,298.978571429,297.17571428599996,305.6,135.4,96.4985714286,47.26,6.27142857143,27.65,9.5,33.1,22.3,4.0
iq,2004,16,2004-04-15,0.2441857,0.19582860000000002,0.1747,0.1882286,298.217142857,299.65,296.637142857,308.4,54.89,92.32,61.8,8.985714285710001,28.0333333333,10.366666666699999,33.6,21.7,36.9
iq,2004,17,2004-04-22,0.3742857,0.3308,0.2340333,0.25494290000000003,297.78,298.51428571400004,296.771428571,304.0,90.3,94.78857142860001,113.62,6.0,28.0,10.65,34.5,22.5,39.6
iq,2004,18,2004-04-29,0.27884000000000003,0.16376670000000002,0.19118329999999997,0.32662859999999994,297.127142857,297.828571429,296.708571429,303.5,133.17,97.8085714286,65.82,5.02857142857,27.5333333333,8.666666666669999,32.9,22.6,148.5
iq,2004,19,2004-05-06,0.1575667,0.12154289999999998,0.19041429999999998,0.12253330000000001,297.798571429,299.12857142900003,296.835714286,305.9,56.52,95.1157142857,83.93,8.71428571429,27.2333333333,9.933333333330001,33.3,22.0,97.0
iq,2004,20,2004-05-13,0.1716667,0.1522333,0.15983329999999998,0.1769,296.414285714,297.214285714,295.27,303.4,45.5,93.8971428571,34.81,5.77142857143,27.3,8.4,33.0,19.5,91.8
iq,2004,21,2004-05-20,0.2254667,0.18515,0.1942,0.2483167,297.602857143,299.178571429,295.82,308.2,83.0,91.6271428571,173.45,9.1,26.65,7.4,34.2,22.5,296.9
iq,2004,22,2004-05-27,0.1903143,0.07784286,0.1931714,0.1023286,297.305714286,298.328571429,295.958571429,306.4,42.6,93.5757142857,35.43,9.62857142857,27.18578337208988,8.059328008627128,33.3,20.5,28.2
iq,2004,23,2004-06-03,0.1073,0.1170667,0.1967857,0.1106143,296.767142857,297.821428571,295.697142857,304.1,36.63,94.69285714290001,88.62,8.18571428571,27.5,9.5,32.8,19.8,203.0
iq,2004,24,2004-06-10,0.2378429,0.2350833,0.16695710000000002,0.2119714,295.57428571400004,296.25,294.99,300.0,51.89,96.8757142857,85.28,5.04285714286,26.8,8.566666666669999,32.0,20.9,87.9
iq,2004,25,2004-06-17,0.3329571,0.191,0.2340429,0.3255143,296.20428571400004,297.321428571,294.705714286,306.0,24.5,92.37142857139999,94.52,7.785714285710001,25.9,8.4,33.3,21.5,43.2
iq,2004,26,2004-06-24,0.2392333,0.15354289999999998,0.13282860000000002,0.1970429,295.63428571400004,296.814285714,293.86,304.2,25.9,90.44714285709999,32.95,8.4,25.075,9.075,32.1,18.6,98.5
iq,2004,27,2004-07-01,0.2572143,0.32492859999999996,0.1978,0.19675710000000002,296.151428571,297.585714286,295.041428571,304.4,50.7,94.6685714286,46.39,8.45714285714,25.9,8.15,30.9,21.1,170.1
iq,2004,28,2004-07-08,0.3175571,0.3013857,0.27937140000000005,0.33554290000000003,296.61714285700003,298.085714286,294.814285714,305.1,18.67,90.9057142857,83.94,9.485714285710001,26.55,8.85,32.0,21.8,43.2
iq,2004,29,2004-07-15,0.2328286,0.2737667,0.2338,0.1532429,297.50142857099996,298.935714286,294.358571429,306.9,24.76,85.1585714286,48.09,11.2142857143,26.8,11.7,33.1,20.5,31.0
iq,2004,30,2004-07-22,0.2679429,0.2995,0.2177,0.2849857,296.812857143,298.114285714,294.99714285700003,304.4,25.42,90.92857142860001,53.78,10.2,26.3,8.8,32.1,21.9,103.1
iq,2004,31,2004-07-29,0.2089,0.1555,0.2203,0.2542571,296.017142857,297.292857143,294.471428571,306.1,27.62,92.52714285709999,85.96,8.84285714286,27.18578337208988,8.059328008627128,32.9,19.4,6.0
iq,2004,32,2004-08-05,0.2489,0.2659571,0.21852860000000002,0.2375571,297.517142857,298.964285714,293.14428571400003,307.4,3.9,79.7185714286,29.82,12.1571428571,27.18578337208988,8.059328008627128,34.0,18.3,55.1
iq,2004,33,2004-08-12,0.1910714,0.22699999999999998,0.1685286,0.2957,296.53,297.635714286,292.222857143,307.2,4.1,79.2357142857,18.44,12.1857142857,27.18578337208988,8.059328008627128,31.3,20.0,0.5
iq,2004,34,2004-08-19,0.39312859999999994,0.3286429,0.27677140000000006,0.3885143,297.82,299.98571428599996,293.421428571,308.3,7.9,78.4814285714,23.78,14.2857142857,27.18578337208988,8.059328008627128,32.452437325905294,21.7,0.5
iq,2004,35,2004-08-26,0.3113,0.2609286,0.2330143,0.2997857,298.142857143,299.80714285700003,294.567142857,310.1,23.2,83.1728571429,42.86,12.5285714286,27.18578337208988,8.059328008627128,32.8,20.4,0.0
iq,2004,36,2004-09-02,0.3343571,0.3720286,0.3420143,0.2845857,297.771428571,299.37857142900003,294.988571429,307.8,41.89,86.54,147.32,11.128571428599999,27.1,9.8,32.0,20.9,195.1
iq,2004,37,2004-09-09,0.13026669999999999,0.15128,0.1108143,0.1174857,298.457142857,300.51428571400004,296.11571428599996,308.2,35.7,88.74285714290001,46.58,10.285714285700001,27.4,8.7,34.3,23.0,23.2
iq,2004,38,2004-09-16,0.2680714,0.21022860000000002,0.22734290000000001,0.32515,297.721428571,299.064285714,295.88,308.9,59.5,91.2,36.64,8.92857142857,27.1666666667,9.5,33.0,20.4,87.3
iq,2004,39,2004-09-23,0.39153330000000003,0.3207286,0.15958570000000002,0.33252859999999995,298.62857142900003,299.971428571,294.38285714299997,309.8,6.9,79.5571428571,48.68,13.2,28.0,13.5,34.7,18.8,20.1
iq,2004,40,2004-09-30,0.2754571,0.2193,0.26125709999999996,0.3283857,299.17,300.914285714,296.11571428599996,310.6,70.02,84.8071428571,85.69,11.6571428571,28.65,13.1,35.5,21.8,40.1
iq,2004,41,2004-10-07,0.2614714,0.1862429,0.30572859999999996,0.2577429,297.56857142900003,298.742857143,295.314285714,305.5,39.9,88.8257142857,52.27,8.82857142857,26.975,10.875,33.0,20.6,27.9
iq,2004,42,2004-10-14,0.35232859999999994,0.2841714,0.3764143,0.3553429,298.05714285700003,299.26428571400004,296.86714285700003,307.2,51.6,94.16,65.25,8.35714285714,28.55,11.3,34.5,21.4,120.6
iq,2004,43,2004-10-21,0.2538429,0.1996667,0.3036857,0.22355709999999998,299.428571429,300.921428571,296.29571428599996,309.6,23.1,85.0657142857,35.61,13.1571428571,27.7,9.55,35.6,22.4,13.0
iq,2004,44,2004-10-28,0.29532859999999994,0.2312286,0.2604,0.31977140000000004,298.44142857099996,299.94285714299997,295.907142857,312.3,48.5,87.87,74.01,12.3142857143,27.4,10.0,35.8,21.3,89.9
iq,2004,45,2004-11-04,0.4148857,0.3245571,0.2727429,0.36567140000000004,299.504285714,300.785714286,296.178571429,309.2,67.0,84.8271428571,91.63,10.6571428571,28.35,12.35,34.9,21.8,101.4
iq,2004,46,2004-11-11,0.3466857,0.3154143,0.2708571,0.3742,297.168571429,297.707142857,296.484285714,304.2,53.9,96.3542857143,74.68,5.92857142857,27.2,8.9,33.7,22.4,184.2
iq,2004,47,2004-11-18,0.2278714,0.1945,0.19091429999999998,0.2095571,299.418571429,301.23571428599996,296.097142857,309.3,26.8,84.6114285714,74.08,11.642857142899999,28.25,11.0,35.8,22.5,107.4
iq,2004,48,2004-11-25,0.2153167,0.1672857,0.2026286,0.2191286,297.958571429,299.2,297.02,306.1,56.8,95.2514285714,71.98,7.914285714289999,28.0,10.36,35.3,22.6,77.0
iq,2004,49,2004-12-02,0.20194289999999998,0.15936670000000003,0.1590429,0.24108569999999999,299.17714285700004,300.37857142900003,296.44,309.5,36.83,87.13,53.01,10.957142857100001,27.9,11.0,34.1,22.4,64.0
iq,2004,50,2004-12-09,0.32342859999999996,0.3095143,0.2758286,0.3359,297.787142857,298.835714286,296.57428571400004,305.8,91.0,93.9385714286,70.04,6.5,27.18578337208988,8.059328008627128,32.452437325905294,22.10214979195562,9.9
iq,2004,51,2004-12-16,0.2611429,0.20331429999999998,0.2437429,0.2363571,298.701428571,300.035714286,296.385714286,308.5,38.0,88.78,49.56,10.214285714299999,28.375,9.65,34.0,22.6,128.3
iq,2004,52,2004-12-23,0.3648625,0.3266,0.4031125,0.3162,298.404285714,299.657142857,297.122857143,306.3,29.79,93.25285714290001,109.83,8.22857142857,27.8,8.5,33.3,22.6,100.8
iq,2005,53,2005-01-01,0.1422935374167987,0.13055257610470083,0.20378318902580195,0.20230549071129708,298.7018524007227,299.22557794902906,295.2463564512932,303.42710926694326,40.15181881051176,82.161959098991,45.760388080388076,4.903754198774744,27.18578337208988,8.059328008627128,32.452437325905294,22.10214979195562,39.32635983263598
iq,2005,1,2005-01-08,0.3148429,0.1866286,0.3033,0.2704,298.162857143,300.007142857,296.712857143,307.9,61.61,93.0057142857,70.6,9.75714285714,28.5,9.1,33.2,23.0,74.9
iq,2005,2,2005-01-15,0.3044143,0.3612571,0.3126,0.3156286,297.662857143,298.842857143,296.727142857,307.6,96.21,95.53,93.73,7.22857142857,28.4,10.4,34.2,22.5,232.1
iq,2005,3,2005-01-22,0.3459333,0.3118,0.29100000000000004,0.33797140000000003,300.06857142900003,301.564285714,296.58,308.7,26.7,83.3,60.52,11.357142857100001,28.866666666700002,11.166666666700001,35.5,22.5,194.0
iq,2005,4,2005-01-29,0.3643667,0.2779143,0.2925571,0.2806857,299.648571429,301.107142857,296.93142857099997,308.1,42.24,87.31285714290001,25.67,9.985714285710001,28.866666666700002,12.066666666700002,35.1,22.1,0.0
iq,2005,5,2005-02-05,0.1582286,0.16725,0.15181429999999999,0.1266,299.06142857099996,300.828571429,296.907142857,308.4,47.3,89.4271428571,88.96,9.34285714286,28.525,10.725,35.4,22.2,3.8
iq,2005,6,2005-02-12,0.2151857,0.17281429999999998,0.2623,0.22835709999999998,296.75285714299997,297.69285714299997,295.995714286,304.4,56.8,95.97714285709999,52.61,5.18571428571,27.4666666667,8.73333333333,32.8,21.4,70.4
iq,2005,7,2005-02-19,0.1995,0.2024571,0.2189,0.18068570000000003,298.027142857,299.164285714,297.221428571,304.6,189.06,95.7485714286,125.35,6.985714285710001,27.5,9.5,32.3,22.3,350.9
iq,2005,8,2005-02-26,0.2011,0.20814290000000002,0.28121430000000003,0.2109,298.29571428599996,299.285714286,296.542857143,306.5,39.6,91.57714285709999,46.98,7.8571428571399995,28.65,10.9,35.2,22.4,84.1
iq,2005,9,2005-03-05,0.2937167,0.2696167,0.2308,0.2771,298.158571429,299.392857143,297.04571428599996,305.9,44.51,94.40142857139999,54.22,8.014285714289999,28.2666666667,9.2,33.8,23.3,19.0
iq,2005,10,2005-03-12,0.15584289999999998,0.1370833,0.2418714,0.1464286,297.957142857,298.685714286,297.528571429,304.9,201.4,97.68714285709999,155.54,4.82857142857,26.8,6.7,34.8,23.4,8.6
iq,2005,11,2005-03-19,0.2515167,0.1817667,0.15452860000000002,0.20995709999999998,297.314285714,298.678571429,295.85,304.5,21.7,92.2671428571,162.51,7.814285714289999,28.7,9.85,33.8,22.5,146.1
iq,2005,12,2005-03-26,0.2150714,0.2127,0.12092860000000001,0.23542860000000002,298.37,299.828571429,296.25142857099996,306.6,32.8,89.82,99.37,9.34285714286,27.72,8.96,33.4,22.5,108.8
iq,2005,13,2005-04-02,0.3816857,0.3683143,0.38377140000000004,0.3666571,297.37,298.585714286,296.088571429,308.6,67.5,93.8014285714,55.12,7.62857142857,28.25,10.85,34.3,20.8,73.9
iq,2005,14,2005-04-09,0.3091143,0.2173571,0.3001,0.2446571,297.708571429,299.0,296.23571428599996,306.5,68.0,92.41714285709999,87.41,8.45714285714,28.1,10.85,33.8,21.6,71.1
iq,2005,15,2005-04-16,0.1869333,0.14475710000000003,0.1957429,0.1824286,297.701428571,298.464285714,297.202857143,304.0,90.2,97.3228571429,40.03,6.41428571429,27.65,9.35,32.9,22.5,3.6
iq,2005,16,2005-04-23,0.2082833,0.16491670000000003,0.2776667,0.19626670000000002,297.437142857,298.19285714299997,296.961428571,306.4,178.2,97.3814285714,37.6,5.3571428571399995,28.85,10.05,34.0,22.7,105.6
iq,2005,17,2005-04-30,0.2141,0.2315333,0.16168570000000002,0.2017714,297.92714285700004,298.864285714,297.402857143,303.9,54.9,97.16285714290001,78.8,6.6428571428600005,28.6,9.1,33.8,23.7,14.5
iq,2005,18,2005-05-07,0.14653329999999998,0.1345833,0.13431429999999997,0.1880571,297.33,298.435714286,296.575714286,304.8,64.1,95.93714285709999,33.29,6.1,25.8,7.5,33.5,21.0,13.0
iq,2005,19,2005-05-14,0.2484333,0.2341,0.20206670000000002,0.1930667,298.684285714,299.721428571,296.341428571,306.7,54.89,88.2942857143,49.07,9.27142857143,27.9,11.6,34.6,21.0,28.0
